artist_uri,artist_name,song_uri,song_name
spotify:artist:0c173mlxpT3dSFRgMO8XPh,Big Sean,spotify:track:6bxUnsSGZCmoHHU5auwtps,Beware
spotify:artist:602DnpaSXJB4b9DZrvxbDc,Peggy Lee,spotify:track:6eCsRg7OBi1zT2CEKKyoXN,Fever - Remastered
spotify:artist:4FZ3j1oH43e7cukCALsCwf,Jack White,spotify:track:1kBM7AURqQTIXFePNVpEwP,Love Is Blindness
spotify:artist:0X380XXQSNBYuleKzav5UO,Nine Inch Nails,spotify:track:0jem8KSDqhiOoIWIqrJZbI,Came Back Haunted
spotify:artist:5INjqkS1o8h1imAzPqGZBb,Tame Impala,spotify:track:0YuePEX4KyfLIPMdNLPwgQ,Endors Toi
spotify:artist:4pejUc4iciQfgdX6OKulQn,Queens of the Stone Age,spotify:track:5kgvRTKmoJChOc5PAdHZg3,Keep Your Eyes Peeled
spotify:artist:5xUf6j4upBrXZPg6AI4MRK,Soundgarden,spotify:track:6hqIXyo6GxydAnoI8XeIrV,Rusty Cage
spotify:artist:37GUqxafAvAKGMZbXCUnmr,Mohombi,spotify:track:5Ubx5ZqfzWPgD1vXGosQkX,Coconut Tree
spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:track:6K8gEgGkOyD1wFY3kAcyOy,Tie Your Mother Down - Remastered 2011
spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse,spotify:track:1hHuyqVCZCbhYQixEkdQCo,Sing for Absolution
spotify:artist:56ZTgzPBDge0OvCGgMO3OY,Beach House,spotify:track:6C2wgkXRg2Oswz5QNSKBSn,Norway
spotify:artist:42TFhl7WlMRXiNqzSrnzPL,Lou Reed,spotify:track:4A48NL57P16zSRaq3yoYry,Vicious
spotify:artist:0GByy3DcfbQwDvXGCWmzv9,Pretenders,spotify:track:6Wiamk8BAAP50gAAJopsy2,Don't Get Me Wrong - 2007 Remaster
spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:track:5JEn0uvO832u3lG1cbGJPd,Remember When (Side B)
spotify:artist:6FXMGgJwohJLUSr5nVlf9X,Massive Attack,spotify:track:6ggJ6MceyHGWtUg1KLp3M1,Risingson
spotify:artist:2cCUtGK9sDU2EoElnk0GNB,The National,spotify:track:1rEEgRINO05qGniV12qiZP,Heavenfaced
spotify:artist:4ddt8PPvmWrI9mJQy1VrIG,Band Of Skulls,spotify:track:5rMNQfYhBMlyitrMAiwQfc,I Know What I Am
spotify:artist:6O4EGCCb6DoIiR6B1QCQgp,Toro y Moi,spotify:track:5Z7cI9glyUTDTRtWSs8K9I,So Many Details
spotify:artist:6xrCU6zdcSTsG2hLrojpmI,José González,spotify:track:6ujI5tE2O7PIBtG7A7ZdQN,Step Out
spotify:artist:5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,spotify:track:6CW2tSahkk0IAeKbTFcmLb,Gold (feat. Eighty4 Fly)
spotify:artist:64tNsm6TnZe2zpcMVMOoHL,Alice In Chains,spotify:track:2JuasWPUodaUxf5nwNpciQ,Nutshell
spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,spotify:track:6yjKlmm7vOszkXEUku1EM1,New York State of Mind
spotify:artist:5BtHciL0e0zOP7prIHn3pP,Breaking Benjamin,spotify:track:0faXHILILebCGnJBPU6KJJ,The Diary of Jane - Single Version
spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:track:6da04YB906XonC6IQNC44u,Guilty Conscience
spotify:artist:6J6yx1t3nwIDyPXk5xa7O8,Vetusta Morla,spotify:track:1RnDdNwGdqTMSTiZmSLYdU,Maldita Dulzura
spotify:artist:4aaBjq7VqqQvpSF69GglvO,Moloko,spotify:track:6h9AH81lpDbjcsBz2ClqAE,The Time Is Now
spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,spotify:track:1xKEI3TDR1NjJSgAlC384x,Get Rhythm
spotify:artist:0gusqTJKxtU1UTmNRMHZcv,Dizzee Rascal,spotify:track:6ddQ5KCkvCggk3j6KdA0zL,Bonkers
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:track:76d2uYjE6NkCak2wyCAw5d,Cockiness (Love It)
spotify:artist:4nmrm4zpgJ0RC6aZRSUEjF,Wynter Gordon,spotify:track:6IAfQUFWaQdqoTz0P1jk9W,Dirty Talk
spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,spotify:track:3yjGZ9mlBxlGih186finfS,Walk On
spotify:artist:3mOsjj1MhocRVwOejIZlTi,Lori Meyers,spotify:track:5PxOrhLLU40eCTYyDNbyoM,Alta Fidelidad
spotify:artist:31HjiqargV4NAw4GZqUale,Ace Hood,spotify:track:0uFvvXbmGIXlf5ZgtHyYpf,Bugatti
spotify:artist:3HJIB8sYPyxrFGuwvKXSLR,TV On The Radio,spotify:track:7DjtLnZKMipNZDt6SE9iEq,Careful You
spotify:artist:3hozsZ9hqNq7CoBGYNlFTz,OK Go,spotify:track:1SMtj9r8K7Lzh71S5MsIhD,This Too Shall Pass
spotify:artist:6uSKeCyQEhvPC2NODgiqFE,The Wailers,spotify:track:2Mw8xQJpIDAgrktDXEqxCs,"Get Up, Stand Up"
spotify:artist:6S0dmVVn4udvppDhZIWxCr,Sean Kingston,spotify:track:1hGy2eLcmC8eKx7qr1tOqx,Beautiful Girls
spotify:artist:242iqFnwNhlidVBMI9GYKp,The Verve Pipe,spotify:track:21jEuMn2lf37715rwjow2M,The Freshmen
spotify:artist:63MQldklfxkjYDoUE4Tppz,M83,spotify:track:6QOfkcfdrEZ2nwi5R9KJTK,"Year One, One Ufo"
spotify:artist:6g0mn3tzAds6aVeUYRsryU,The War On Drugs,spotify:track:5fKFrVV6CzOzPd725CFEfh,In Reverse
spotify:artist:4LtIfuFeAamus9OOItuWDD,Us3,spotify:track:2AnTuxahfcAS7dGxGZnihY,Cantaloop (Flip Fantasia)
spotify:artist:6UUrUCIZtQeOf8tC0WuzRy,Sigur Rós,spotify:track:0YTfMKGPhWhjS9wgzWvfaf,Glósóli
spotify:artist:6olE6TJLqED3rqDCT0FyPh,Nirvana,spotify:track:54UFDHWI2q7WHfrGbSNWph,Scentless Apprentice
spotify:artist:3XkJyJgJDxnjdQgH0zfT8K,Los Rodriguez,spotify:track:0VD9b7IXBWM0lKGagkYOKu,Sin documentos
spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,The Smiths,spotify:track:17zN523CEjJWBGXrUb3xex,Last Night I Dreamt That Somebody Loved Me - 2011 Remaster
spotify:artist:7qlh1IM1XMeQXA9ukp59au,Plan B,spotify:track:6wH485H4wsmKWCZSDs3eCW,She Said
spotify:artist:0cmWgDlu9CwTgxPhf403hb,Bonobo,spotify:track:6vcd0sKmiioXQKbcZPr7gq,Stay The Same
spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,spotify:track:1H1d4dr7Hk5Rrd8Tb5y5yr,One More Time / Aerodynamic
spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:track:1gAaRSN57UYVRI4eWRyAvP,Pushing Me Away
spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,Korn,spotify:track:1pHPpLVH2XEN0xYRoQs4wq,Word Up!
spotify:artist:3csPCeXsj2wezyvkRFzvmV,Orbital,spotify:track:5xcunlfaZvD9BDQsLONI7A,Halcyon and On and On
spotify:artist:3HQyFCFFfJO3KKBlUfZsyW,Randy Newman,spotify:track:2stkLJ0JNcXkIRDNF3ld6c,"You've Got a Friend in Me - From ""Toy Story""/Soundtrack Version"
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:track:12B0Twa9kRz45Xw2PgXHJm,Afire Love
spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,spotify:track:5lcyIeEfwZTs8Ajw3kdF7P,Crack Rock
spotify:artist:6biWAmrHyiMkX49LkycGqQ,Thin Lizzy,spotify:track:6BmzbaB08O0FjHXeS0cR5b,Dancing In The Moonlight (It's Caught Me In It's Spotlight)
spotify:artist:3VBpsrUi2vV7Uj87ONHu7Z,Screamin' Jay Hawkins,spotify:track:1YwoYPfhuZlLDbJUH1cKSi,I Put a Spell on You
spotify:artist:6zFYqv1mOsgBRQbae3JJ9e,Billy Joel,spotify:track:1xOXXYh6lTW8laxlW7JP2J,Only the Good Die Young
spotify:artist:3MKCzCnpzw3TjUYs2v7vDA,Pyotr Ilyich Tchaikovsky,spotify:track:2xizRhme7pYeITbH1NLLGt,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 10, Scène (Moderato)"
spotify:artist:3heR1it0slFXjaa7E62zpw,Maldita Nerea,spotify:track:0JXRA6bYdnwkHYAlIwEWb8,En el Mundo Genial de las Cosas Que Dices
spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,spotify:track:4KANJH1baadr3U7XsVbM17,Something I Need
spotify:artist:5UoVLCWzOKMIJ9iioof9OD,CeCe Peniston,spotify:track:0uqvSVhGgQTIdj9G51vhvv,Finally
spotify:artist:7iWiAD5LLKyiox2grgfmUT,Bullet For My Valentine,spotify:track:25GC50HslaaruyrKjdu0lP,Your Betrayal
spotify:artist:5QEA3sofVt5QckQA6QX2nN,The Trashmen,spotify:track:7EjyzZcbLxW7PaaLua9Ksb,Surfin' Bird
spotify:artist:4vhNDa5ycK0ST968ek7kRr,Carlos Vives,spotify:track:0Gx4VrHzS7pZOEAGrmXXBH,La Bicicleta
spotify:artist:2Vhc7Y0Kc6HzMC6glKM4h6,Holy Ghost!,spotify:track:14hHhrWVtbjv4UAzfqvKlA,Wait & See
spotify:artist:4ytkhMSAnrDP8XzRNlw9FS,Vince Guaraldi Trio,spotify:track:0MmNrhvLcoWjo7AOr0vgka,Linus And Lucy
spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,spotify:track:2ZltjIqztEpZtafc8w0I9t,3005
spotify:artist:1GhPHrq36VKCY3ucVaZCfo,The Chemical Brothers,spotify:track:6eypw7fGYBtYxD3dCE2pld,Do It Again
spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,spotify:track:1MMYuuvnD3O9Sn90gDabv9,Fashion - 2017 Remaster
spotify:artist:2wJ4vsxWd7df7dRU4KcoDe,Sharon Van Etten,spotify:track:4e9AcZ1xRXAvq8risDao2g,Serpents
spotify:artist:06HL4z0CvFAxyc27GXpf02,Taylor Swift,spotify:track:0dBW6ZsW8skfvoRfgeerBF,Mine
spotify:artist:2cCUtGK9sDU2EoElnk0GNB,The National,spotify:track:5RxZZasmSL8cvvhcS4raVi,Afraid Of Everyone
spotify:artist:3Y10boYzeuFCJ4Qgp53w6o,Scissor Sisters,spotify:track:5iisd7hdraB6hwI47W2jz8,Fire With Fire
spotify:artist:0lHoDF96DNKSIcIpcOfMnq,Whigfield,spotify:track:59VRFpPnC8pOhIH2WCWXF9,Saturday Night - Radio Mix
spotify:artist:1HxJeLhIuegM3KgvPn8sTa,Jack Ü,spotify:track:2RpKh7kXSdO8NLrW9VQ46p,Take Ü There (feat. Kiesza)
spotify:artist:4AK6F7OLvEQ5QYCBNiQWHq,One Direction,spotify:track:5O2P9iiztwhomNh8xkR9lJ,Night Changes
spotify:artist:1Z2KInfSmPOzAIYyiaXeti,Youth Lagoon,spotify:track:5UVBumEwdUnzvqxrXOYLFA,17
spotify:artist:5PrHzxc3kFm4hIrGNmelpX,Rodríguez,spotify:track:2Xn7NadvZ56D0B2D7x2CSL,Crucify Your Mind
spotify:artist:2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,spotify:track:6NyWT02RGO5OgT55JDjI08,All Good Things (Come To An End)
spotify:artist:6Zh3xrWlA0SA9Fsfj9AVwm,Wang Chung,spotify:track:3OM0cHwmJv6ZpsCgrEzXPh,Dance Hall Days
spotify:artist:6Q192DXotxtaysaqNPy5yR,Amy Winehouse,spotify:track:3Li4nWTnkUu19vxkhNW9td,I Heard Love Is Blind
spotify:artist:4NiJW4q9ichVqL1aUsgGAN,A Day To Remember,spotify:track:3imITUqEhkebNbOoS1yrWm,All I Want
spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,spotify:track:0nCAVzknkzRXRgB6LhRv04,Molly's Chambers
spotify:artist:1Uff91EOsvd99rtAupatMP,Claude Debussy,spotify:track:5u5aVJKjSMJr4zesMPz7bL,"Clair de Lune, L. 32"
spotify:artist:5schNIzWdI9gJ1QRK8SBnc,Ben Howard,spotify:track:3JhNsyNQSyrsHcnFRHZN1e,Black Flies
spotify:artist:1UdQqCUR7RwB9YYJONwbdM,Trapt,spotify:track:1AEYT6VxrxXPMoQUxsY0E4,Headstrong
spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,spotify:track:3cKfoL6UCsHJ1HGKGdu7xf,The Alphabeat
spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Journey,spotify:track:2w4EpqGasrz9qdTwocx54t,Open Arms
spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,spotify:track:1vFxgDgIM0hVxWUiKws1GV,Glamorous Indie Rock And Roll
spotify:artist:36QJpDe2go2KgaRleHCDTp,Led Zeppelin,spotify:track:05BTaDBhGylMDjupCczCwC,Misty Mountain Hop - Alternate Mix
spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:track:5rAxhWcgFng3s570sGO2F8,A Place for My Head
spotify:artist:6S0dmVVn4udvppDhZIWxCr,Sean Kingston,spotify:track:2oENJa1T33GJ0w8dC167G4,Fire Burning
spotify:artist:7FY5V3XMwlNBPitEjXowHQ,Darius Rucker,spotify:track:3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel
spotify:artist:63MQldklfxkjYDoUE4Tppz,M83,spotify:track:5jWvCQXM7plS3T9FAAeBCR,Echoes Of Mine
spotify:artist:63MQldklfxkjYDoUE4Tppz,M83,spotify:track:5ovJD4orq3aCbJnQHMwKmt,Train To Pluton
spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,spotify:track:1k5iH4KDKi56MFvlnrALNV,Rock 'N' Roll Suicide - 2012 Remaster
spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,spotify:track:1HQYo8C5L0qd1p5f1anXPS,Morning Bell
spotify:artist:2jgPkn6LuUazBoBk6vvjh5,The Zombies,spotify:track:3dzW0SoVNyJTWWJimX8stj,She's Not There
spotify:artist:6w6z8m4WXX7Tub4Rb6Lu7R,Jethro Tull,spotify:track:5UuikgHTxSRFRnC0zXx10i,Aqualung
spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,spotify:track:4BDnfINTlfJPmLp1UV6CXt,Female Robbery
spotify:artist:21egYD1eInY6bGFcniCRT1,First Aid Kit,spotify:track:7GoMuHEHsiCbe9IZSO6teX,Ghost Town
spotify:artist:0hEurMDQu99nJRq8pTxO14,John Mayer,spotify:track:7MRn6wgG0ReDRNYV5wJeGX,In Repair
spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:track:5InOp6q2vvx0fShv3bzFLZ,Know Yourself
spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,spotify:track:5vFKQF10Jhyysg3JUbfBUd,Summer Skin
spotify:artist:0cQbJU1aAzvbEmTuljWLlF,No Doubt,spotify:track:6yCjhDzcVIfxvTjBKhhn7P,Sunday Morning
spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,spotify:track:5rLi8B8qgk6qThwRnKHW2P,The Ballad of Mona Lisa
spotify:artist:2WX2uTcsvV5OnS0inACecP,Birdy,spotify:track:3CqOsjVamOisF8E0e9nPUo,1901
spotify:artist:3NPpFNZtSTHheNBaWC82rB,X Ambassadors,spotify:track:3xgK660fsZH7ZDcOMfIdfB,Jungle
spotify:artist:78xUyw6FkVZrRAtziFdtdu,The Roots,spotify:track:1iP5UMdOsGz6EdltGbbcb7,The Fire
spotify:artist:0uq5PttqEjj3IH1bzwcrXF,Spice Girls,spotify:track:1yTQ39my3MoNROlFw3RDNy,Say You'll Be There
spotify:artist:4opTS86dN9uO313J9CE8xg,Skid Row,spotify:track:0qgrrDnUUhyxpxbBznUnzg,18 and Life
spotify:artist:3iUjRVvYCsMfz7tuAQtBDI,Ultravox,spotify:track:42l1eOB0qSkTxHdEZEhqem,Dancing with Tears in My Eyes
spotify:artist:1YvN5uOGQkHVUUlZUcnotD,John Talabot,spotify:track:09KTlWCEYWKKprzoy5QgMS,Destiny feat. Pional
spotify:artist:4uRYpUQZrNrY5t8tAv3XrD,NERO,spotify:track:5Jzv9oATPB9rONHekbnWOB,Crush On You
spotify:artist:0vn7UBvSQECKJm2817Yf1P,James Taylor,spotify:track:69l8nFPu0LWmnoJX7YSVYc,You've Got a Friend
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,spotify:track:2O3l4X1yTua8oMMCtazkyo,The Happiest Days of Our Lives
spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:track:6Uj8ru7TNLDIelbuQ8eBd6,"Turn Around (5,4,3,2,1)"
spotify:artist:4Y7tXHSEejGu1vQ9bwDdXW,Fatboy Slim,spotify:track:08kB9HSfrcIi83rymwgjMz,Weapon Of Choice
spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,spotify:track:3bxtgzAeAZPdRtKoPL5GG2,Collide - Radio Edit
spotify:artist:2UazAtjfzqBF0Nho2awK4z,Stone Temple Pilots,spotify:track:6dmueYtoihUhlQZlImBCmm,Creep - 2017 Remaster
spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,spotify:track:3iKmdCDZK4XmqxIA9fVVGs,Beautiful War
spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,spotify:track:6T689Jvh5KrSXyaPtUWZtQ,Criminal
spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:track:046knfAIKyTtsNHm88Xgh7,Run
spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,spotify:track:4D01oA1mGouaAT7fubvKRT,Desire
spotify:artist:2AQjGvtT0pFYfxR3neFcvz,Jordin Sparks,spotify:track:1jUA4rb6ZCv4gby4YU53xq,No Air (feat. Chris Brown)
spotify:artist:5a0etAzO5V26gvlbmHzT9W,Nicolas Jaar,spotify:track:4QHKR48C18rwlpSYW6rH7p,Mi Mujer
spotify:artist:2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,spotify:track:48lQegoLqGAzaRLnMwK0mO,Freedom
spotify:artist:03GruNQP8X25PCoWzdvIGZ,Klaus Badelt,spotify:track:08QaHlMPWuO5PUxjl61bXn,He's a Pirate
spotify:artist:0gadJ2b9A4SKsB1RFkBb66,Passenger,spotify:track:1J57P3cwltq4OG9flDTc12,Holes
spotify:artist:4MXUO7sVCaFgFjoTI5ox5c,Sufjan Stevens,spotify:track:1u1YU1LE0FWHFOHpR2iXua,Casimir Pulaski Day
spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,spotify:track:6RFkVsPmrM4pzlDkFswwJl,God's Gonna Cut You Down
spotify:artist:7w29UYBi0qsHi5RTcv3lmA,Björk,spotify:track:5OnyZ56HLhrWOXdzeETqLk,Human Behaviour
spotify:artist:53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,spotify:track:5WZn6AJc3D8xM58UqPlco9,My Fault
spotify:artist:2m1l9MLSslzup4vvokKgvQ,Villagers,spotify:track:0TQ8ZHFhrbH9I0WRjIzOCQ,Nothing Arrived - Live from Spotify London
spotify:artist:2NQEwAVHBNcI0tGMLlWwF1,Mat Kearney,spotify:track:0RUXHlYhA057fCOe2vqIqu,Ships In The Night
spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,spotify:track:4WdopfTdSd0nCLropjhsgH,The Only Difference Between Martyrdom and Suicide Is Press Coverage
spotify:artist:6xrCU6zdcSTsG2hLrojpmI,José González,spotify:track:02C433ZVoi5cPFOSEKKzUX,Teardrop
spotify:artist:3Vda6I9U9TeZx4sm9YT4t8,Ellen Lang,spotify:track:0RDroY4gnT8DnWyyuqXTiX,Runaround (Karaoke Version) [Originally Performed By Blues Traveler]
spotify:artist:4ACplpEqD6JIVgKrafauzs,The Everly Brothers,spotify:track:7dblNGnRXEBrVJunazs2U5,All I Have to Do Is Dream
spotify:artist:3iUjRVvYCsMfz7tuAQtBDI,Ultravox,spotify:track:3cbLm923IeoVDOMEPOfosc,Vienna
spotify:artist:3WaJSfKnzc65VDgmj2zU8B,Interpol,spotify:track:1hu7wC5M5RvEsKQ6P2AXps,PDA
spotify:artist:67tgMwUfnmqzYsNAtnP6YJ,Groove Armada,spotify:track:2yWyFT6bW1Rd9cjVvYi4v8,Superstylin'
spotify:artist:4TMHGUX5WI7OOm53PqSDAT,Grateful Dead,spotify:track:3DI8C3OSwuXd8E947MWiSi,Estimated Prophet - 2014 Remaster
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:track:0ygAYQQy7bfDN6gH640bbl,Wake Me Up
spotify:artist:1fa0cOhromAZdq2xRA4vv8,Simply Red,spotify:track:1yg7fwwYmx9DQ2TdXUmfpJ,Holding Back the Years - 2008 Remaster
spotify:artist:1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,spotify:track:4PINSJIlBWsnVeveicq1S8,I'll Be Your Mirror
spotify:artist:63MQldklfxkjYDoUE4Tppz,M83,spotify:track:0ILPnIuTZ2TJ8pbYxmOHzF,When Will You Come Home?
spotify:artist:5e1BZulIiYWPRm8yogwUYH,Tegan and Sara,spotify:track:5TCSMWZow9lzc7jr8WscVD,I Was a Fool
spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:track:5KX2DSPC6aCA0pdDidTmBC,The Rip
spotify:artist:3kjuyTCjPG1WMFCiyc5IuB,Arcade Fire,spotify:track:2rtDHB2fSisS34D0ArWg06,Suburban War
spotify:artist:16GcWuvvybAoaHr0NqT8Eh,Alabama Shakes,spotify:track:4nGil2gSvOVDRFGb1julsJ,Be Mine
spotify:artist:6mdiAmATAx73kdxrNrnlao,Iron Maiden,spotify:track:6wNF6hphTxhUiAmQG3uzbf,Aces High - 2015 Remaster
spotify:artist:2yJwXpWAQOOl5XFzbCxLs9,Bad Religion,spotify:track:7C794YeXiiSdlvGLxgabkd,21st Century (Digital Boy)
spotify:artist:2KjAo6wVc9d2WcxdxSArpV,RY X,spotify:track:7BSMSvK0WxrDeI98bswYa8,Berlin
spotify:artist:0epOFNiUfyON9EYx7Tpr6V,The Strokes,spotify:track:3mYCd23hPxJW5okSvMoy3x,Heart In a Cage
spotify:artist:3AA28KZvwAUcZuOKwyblJQ,Gorillaz,spotify:track:1foMv2HQwfQ2vntFf9HFeG,Rhinestone Eyes
spotify:artist:4463nfFMmK1cwAWBQDwT5e,Laura Branigan,spotify:track:6JNJERZGJwDVgkmbohBw7u,Self Control
spotify:artist:2cyyGl4qnHZL0o16t0fpJl,Angel Haze,spotify:track:69jqKUauM2XyKBQ6eOZzB6,Werkin' Girls
spotify:artist:0yNSzH5nZmHzeE2xn6Xshb,Calle 13,spotify:track:1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te
spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,John Legend,spotify:track:55nlbqqFVnSsArIeYSQlqx,You & I (Nobody in the World)
spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,spotify:track:0KEhlgtlk0HuqBIqfGCGdF,State of Love and Trust
spotify:artist:33W1pnW9zScZtYTnAoWnOT,Mr. Probz,spotify:track:7fWSIddv6LJG8ZXJFNVQyi,Nothing Really Matters
spotify:artist:2S5hlvw4CMtMGswFtfdK15,Royal Blood,spotify:track:3cuxZTcxBj7AL3bgSCIuWL,Little Monster
spotify:artist:14L5rpGTLVUz1pD8fUeJB1,Eliza Doolittle,spotify:track:5YWP23fhLuBR7adVav91Nb,Pack Up
spotify:artist:2ye2Wgw4gimLv2eAKyk1NB,Metallica,spotify:track:4q9QVIaLqjbcoqeCfM2zan,Creeping Death (Remastered)
spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,spotify:track:1diEQsD8PJC9hXB5Gpfgtn,The Girl Is Mine (with Paul McCartney)
spotify:artist:3sc7iUG1Wwpwx7bHeZolgx,Bananarama,spotify:track:0wnJdLDUi9fkDl5nxhDlqO,Cruel Summer
spotify:artist:3mOsjj1MhocRVwOejIZlTi,Lori Meyers,spotify:track:5EV9V4Ro2MxSp2UEEujzKa,Luces De Neón
spotify:artist:4IJczjB0fJ04gs4uvP0Fli,Gym Class Heroes,spotify:track:3bfqkspKABT4pPicm6wC9F,Ass Back Home (feat. Neon Hitch)
spotify:artist:36QJpDe2go2KgaRleHCDTp,Led Zeppelin,spotify:track:55ZL7fjGAWfClmpnsK6Xon,No Quarter - 2007 Remaster
spotify:artist:3FUY2gzHeIiaesXtOAdB7A,Train,spotify:track:2MWOqewf5j0qf2b6S5J6cS,Marry Me
spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:track:616yWUonrccM3bckt85yC5,California English
spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,spotify:track:6bVB2MGR7LcotAIB1vfpw6,Ava Adore
spotify:artist:50NoVNy9GU1lCrDV8iGpyu,Ol' Dirty Bastard,spotify:track:3ABG1UQTk0eLYUAeWkmfMi,Shimmy Shimmy Ya
spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,spotify:track:3IYAT3Rtlyqlo4ndbugxfl,17
spotify:artist:6v8FB84lnmJs434UJf2Mrm,Neil Young,spotify:track:4gRfV6SEd0cTqeR9ksrbIs,Cinnamon Girl - 2009 Remaster
spotify:artist:0Cd6nHYwecCNM1sVEXKlYr,Krewella,spotify:track:457p7UH7hoHrbA2iI4PSCA,Live for the Night
spotify:artist:1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,spotify:track:4hrae8atte6cRlSC9a7VCO,Always On Time
spotify:artist:4NJhFmfw43RLBLjQvxDuRS,Wolfgang Amadeus Mozart,spotify:track:5fJOmt664KlDmtHK8f5UP3,"Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro"
spotify:artist:0aeLcja6hKzb7Uz2ou7ulP,Noah And The Whale,spotify:track:1OtgKfkArIaanXT140hSmQ,Blue Skies
spotify:artist:6e7QpHYqEiyJGiM98IysLa,The Highwaymen,spotify:track:7jWbXvrgdbkajU8L28ahn5,Highwayman
spotify:artist:7B2edU3Q7btJoNsoHCNohM,Laura Marling,spotify:track:4457PrZqqLZzjqCZZfziHQ,Take The Night Off
spotify:artist:4tOVIRjlWWfR1RrAxyRqTE,Chromatics,spotify:track:7sReVMQAn2dkBi0l9Es5Tv,I'm On Fire
spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,spotify:track:3VA8T3rNy5V24AXxNK5u9E,King of Anything
spotify:artist:4EzkuveR9pLvDVFNx6foYD,James Bay,spotify:track:13HVjjWUZFaWilh2QUJKsP,Let It Go
spotify:artist:23OknxGcY1i5xX1TRPilMj,Grace Potter & The Nocturnals,spotify:track:6s7sq2Quh4TxHRfdk6eFxk,Stars
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:track:3UZfvX4ky5C4mblUIR0LE1,Suck It and See
spotify:artist:0EHSSldQBVRFY3cWpvUZMH,Toula Montez,spotify:track:5N9HxOrStyItaasBqqKnvI,Mia Melahrini Yala
spotify:artist:5TfnQ0Ai1cEbKY5katFK14,Ladyhawke,spotify:track:3vqSWOEMO4OOxa2QJHuitI,My Delirium
